ride_id,duration,station_A_id,station_A_name,station_B_id,station_B_name,bike_id,user_type,user_birth_year,user_gender,tire_sizes,ride_date
7515,18 minutes,3,Powell St BART Station (Market St at 4th St),13,Commercial St at Montgomery St,5113,2,1983,Male,27,4/5/1974
7516,23 minutes,81,Berry St at 4th St,72,Page St at Scott St,4826,2,1987,Female,27,4/6/1974
7517,122 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5463,2,1994,Female,27,4/7/1974
7518,4 minutes,3,Powell St BART Station (Market St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),2185,1,1989,Female,26,4/8/1974
7519,22 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),358,Williams Ave at 3rd St,5264,2,1992,Male,27,4/9/1974
7520,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),2784,2,1991,Female,27,4/10/1974
7521,122 minutes,21,Montgomery St BART Station (Market St at 2nd St),17,Embarcadero BART Station (Beale St at Market St),5057,2,1995,Male,27,4/11/1974
7522,9 minutes,16,Steuart St at Market St,368,Myrtle St at Polk St,5332,2,1987,Male,27,4/12/1974
7523,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),89,Division St at Potrero Ave,3299,2,1978,Male,27,4/13/1974
7524,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),90,Townsend St at 7th St,5469,2,1988,Female,27,4/14/1974
7525,2 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),92,Mission Bay Kids Park,4977,2,1988,Male,27,4/15/1974
7526,9 minutes,3,Powell St BART Station (Market St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),4941,1,1981,Male,26,4/16/1974
7527,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1072,1,1995,Male,26,4/17/1974
7528,7 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4954,3,1988,Male,29,4/18/1974
7529,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),107,17th St at Dolores St,4397,1,1986,Male,26,4/19/1974
7530,12 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5505,3,1973,Female,29,4/20/1974
7531,12 minutes,81,Berry St at 4th St,136,23rd St at San Bruno Ave,5377,2,1993,Male,27,4/21/1974
7532,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),86,Market St at Dolores St,5572,2,1996,Female,27,4/22/1974
7533,12 minutes,16,Steuart St at Market St,81,Berry St at 4th St,3621,1,1968,Male,26,4/23/1974
7534,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,4939,3,1981,Male,29,4/24/1974
7535,20 minutes,16,Steuart St at Market St,90,Townsend St at 7th St,4948,1,1993,Female,26,4/25/1974
7536,21 minutes,5,Powell St BART Station (Market St at 5th St),137,Jersey St at Castro St,5487,3,1989,Male,29,4/26/1974
7537,5 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,4944,1,1994,Male,26,4/27/1974
7538,10 minutes,5,Powell St BART Station (Market St at 5th St),58,Market St at 10th St,3328,2,1985,Male,27,4/28/1974
7539,16 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),285,Webster St at O'Farrell St,5021,1,1992,Female,26,4/29/1974
7540,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),93,4th St at Mission Bay Blvd S,4711,3,1986,Male,29,4/30/1974
7541,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5041,3,1989,Male,29,5/1/1974
7542,7 minutes,5,Powell St BART Station (Market St at 5th St),90,Townsend St at 7th St,4728,2,1960,Male,27,5/2/1974
7543,15 minutes,3,Powell St BART Station (Market St at 4th St),87,Folsom St at 13th St,2008,2,1992,Male,27,5/3/1974
7544,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),100,Bryant St at 15th St,5148,2,1982,Male,27,5/4/1974
7545,6 minutes,3,Powell St BART Station (Market St at 4th St),24,Spear St at Folsom St,4616,2,1965,Male,27,5/5/1974
7546,14 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5527,2,1974,Male,27,5/6/1974
7547,9 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,593,3,1986,Male,29,5/7/1974
7548,15 minutes,22,Howard St at Beale St,350,8th St at Brannan St,2779,1,1972,Male,26,5/8/1974
7549,12 minutes,16,Steuart St at Market St,101,15th St at Potrero Ave,4846,2,1981,Male,27,5/9/1974
7550,24 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),105,16th St at Prosper St,5405,2,1971,Male,27,5/10/1974
7551,7 minutes,3,Powell St BART Station (Market St at 4th St),14,Clay St at Battery St,2711,2,1993,Male,27,5/11/1974
7552,8 minutes,3,Powell St BART Station (Market St at 4th St),30,San Francisco Caltrain (Townsend St at 4th St),3299,1,1967,Male,26,5/12/1974
7553,13 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5050,2,1974,Female,27,5/13/1974
7554,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,283,1,1983,Male,26,5/14/1974
7555,7 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,413,1,1982,Male,26,5/15/1974
7556,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),9,Broadway at Battery St,5300,3,1995,Male,29,5/16/1974
7557,12 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,5523,2,1977,Male,27,5/17/1974
7558,4 minutes,30,San Francisco Caltrain (Townsend St at 4th St),50,2nd St at Townsend St,1308,2,1988,Male,27,5/18/1974
7559,14 minutes,16,Steuart St at Market St,81,Berry St at 4th St,1459,3,1963,Male,29,5/19/1974
7560,12 minutes,22,Howard St at Beale St,92,Mission Bay Kids Park,5245,3,1992,Female,29,5/20/1974
7561,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),37,2nd St at Folsom St,1639,2,1983,Male,27,5/21/1974
7562,4 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),321,5th St at Folsom,4586,3,1995,Male,29,5/22/1974
7563,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4382,1,1986,Male,26,5/23/1974
7564,23 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,3253,2,1986,Female,27,5/24/1974
7565,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5159,2,1990,Male,27,5/25/1974
7566,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4911,1,1970,Male,26,5/26/1974
7567,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2222,2,1986,Female,27,5/27/1974
7568,22 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,2639,3,1986,Female,29,5/28/1974
7569,3 minutes,16,Steuart St at Market St,24,Spear St at Folsom St,220,2,1988,Male,27,5/29/1974
7570,8 minutes,81,Berry St at 4th St,16,Steuart St at Market St,5366,2,1991,Male,27,5/30/1974
7571,14 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),708,3,1972,Male,29,5/31/1974
7572,23 minutes,16,Steuart St at Market St,122,19th St at Mission St,2063,3,1993,Male,29,6/1/1974
7573,15 minutes,21,Montgomery St BART Station (Market St at 2nd St),126,Esprit Park,5442,2,1985,Male,27,6/2/1974
7574,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),114,Rhode Island St at 17th St,4877,2,1985,Male,27,6/3/1974
7575,6 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4941,2,1998,Male,27,6/4/1974
7576,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),5113,1,2000,Male,26,6/5/1974
7577,7 minutes,16,Steuart St at Market St,3,Powell St BART Station (Market St at 4th St),4616,2,2000,Female,27,6/6/1974
7578,16 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),130,22nd St Caltrain Station,4631,1,1981,Male,26,6/7/1974
7579,3 minutes,16,Steuart St at Market St,22,Howard St at Beale St,4638,1,1980,Male,26,6/8/1974
7580,3 minutes,30,San Francisco Caltrain (Townsend St at 4th St),350,8th St at Brannan St,4570,3,1988,Male,29,6/9/1974
7581,3 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),90,Townsend St at 7th St,4315,2,1981,Male,27,6/10/1974
7582,22 minutes,21,Montgomery St BART Station (Market St at 2nd St),119,18th St at Noe St,5030,2,1974,Male,27,6/11/1974
7583,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5298,2,1979,Male,27,6/12/1974
7584,18 minutes,21,Montgomery St BART Station (Market St at 2nd St),73,Pierce St at Haight St,5262,1,1988,Male,26,6/13/1974
7585,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4397,1,1985,Male,26,6/14/1974
7586,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,5221,3,1980,Male,29,6/15/1974
7587,11 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),10,Washington St at Kearny St,4648,3,1978,Male,29,6/16/1974
7588,13 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,4372,3,1994,Female,29,6/17/1974
7589,6 minutes,81,Berry St at 4th St,321,5th St at Folsom,4320,1,1971,Other,26,6/18/1974
7590,22 minutes,16,Steuart St at Market St,29,O'Farrell St at Divisadero St,5275,3,1960,Male,29,6/19/1974
7591,14 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,5220,2,1990,Female,27,6/20/1974
7592,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),345,Hubbell St at 16th St,5141,1,1985,Male,26,6/21/1974
7593,7 minutes,5,Powell St BART Station (Market St at 5th St),41,Golden Gate Ave at Polk St,4999,1,1981,Female,26,6/22/1974
7594,12 minutes,3,Powell St BART Station (Market St at 4th St),350,8th St at Brannan St,3451,1,1995,Male,26,6/23/1974
7595,6 minutes,3,Powell St BART Station (Market St at 4th St),42,San Francisco City Hall (Polk St at Grove St),2360,2,1979,Male,27,6/24/1974
7596,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,4832,1,1996,Female,26,6/25/1974
7597,14 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),851,2,1996,Female,27,6/26/1974
7598,15 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,1358,2,1995,Male,27,6/27/1974
7599,8 minutes,22,Howard St at Beale St,81,Berry St at 4th St,5041,2,1974,Male,27,6/28/1974
7600,15 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,531,1,1995,Male,26,6/29/1974
7601,7 minutes,16,Steuart St at Market St,36,Folsom St at 3rd St,1759,1,1974,Male,26,6/30/1974
7602,10 minutes,3,Powell St BART Station (Market St at 4th St),79,7th St at Brannan St,674,2,1987,Male,27,7/1/1974
7603,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),21,Montgomery St BART Station (Market St at 2nd St),4939,2,1988,Male,27,7/2/1974
7604,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4952,1,1984,Female,26,7/3/1974
7605,23 minutes,21,Montgomery St BART Station (Market St at 2nd St),377,Fell St at Stanyan St,4426,1,1990,Female,26,7/4/1974
7606,15 minutes,5,Powell St BART Station (Market St at 5th St),375,Grove St at Masonic Ave,5027,2,1988,Female,27,7/5/1974
7607,7 minutes,5,Powell St BART Station (Market St at 5th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),1177,3,1992,Male,29,7/6/1974
7608,10 minutes,5,Powell St BART Station (Market St at 5th St),53,Grove St at Divisadero,4610,1,1988,Male,26,7/7/1974
7609,16 minutes,3,Powell St BART Station (Market St at 4th St),73,Pierce St at Haight St,4407,1,1983,Male,26,7/8/1974
7610,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),6,The Embarcadero at Sansome St,4442,1,1967,Male,26,7/9/1974
7611,4 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,2072,2,1959,Male,27,7/10/1974
7612,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),284,Yerba Buena Center for the Arts (Howard St at 3rd St),4438,3,1989,Male,29,7/11/1974
7613,7 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4846,3,1993,Female,29,7/12/1974
7614,6 minutes,30,San Francisco Caltrain (Townsend St at 4th St),61,Howard St at 8th St,5569,3,1988,Female,29,7/13/1974
7615,5 minutes,5,Powell St BART Station (Market St at 5th St),21,Montgomery St BART Station (Market St at 2nd St),5484,1,1975,Male,26,7/14/1974
7616,10 minutes,81,Berry St at 4th St,114,Rhode Island St at 17th St,1014,1,1966,Female,26,7/15/1974
7617,19 minutes,3,Powell St BART Station (Market St at 4th St),129,Harrison St at 20th St,2908,3,1970,Male,29,7/16/1974
7618,7 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),66,3rd St at Townsend St,5051,1,1996,Female,26,7/17/1974
7619,9 minutes,21,Montgomery St BART Station (Market St at 2nd St),58,Market St at 10th St,5310,3,1983,Male,29,7/18/1974
7620,20 minutes,16,Steuart St at Market St,31,Raymond Kimbell Playground,4713,3,1979,Male,29,7/19/1974
7621,29 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,5132,2,1994,Male,27,7/20/1974
7622,9 minutes,5,Powell St BART Station (Market St at 5th St),74,Laguna St at Hayes St,4949,1,1989,Male,26,7/21/1974
7623,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5159,2,1971,Male,27,7/22/1974
7624,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5288,1,1987,Male,26,7/23/1974
7625,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5022,2,1993,Female,27,7/24/1974
7626,28 minutes,5,Powell St BART Station (Market St at 5th St),6,The Embarcadero at Sansome St,4671,2,1994,Male,27,7/25/1974
7627,13 minutes,81,Berry St at 4th St,24,Spear St at Folsom St,1612,2,1978,Female,27,7/26/1974
7628,5 minutes,3,Powell St BART Station (Market St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4803,1,1990,Female,26,7/27/1974
7629,2 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5469,2,1972,Male,27,7/28/1974
7630,4 minutes,3,Powell St BART Station (Market St at 4th St),36,Folsom St at 3rd St,3687,2,1981,Male,27,7/29/1974
7631,9 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),283,2,1963,Male,27,7/30/1974
7632,16 minutes,21,Montgomery St BART Station (Market St at 2nd St),106,Sanchez St at 17th St,5520,1,1982,Female,26,7/31/1974
7633,6 minutes,3,Powell St BART Station (Market St at 4th St),26,1st St at Folsom St,1296,1,1990,Male,26,8/1/1974
7634,10 minutes,16,Steuart St at Market St,91,Berry St at King St,5497,1,1989,Male,26,8/2/1974
7635,5 minutes,16,Steuart St at Market St,9,Broadway at Battery St,4993,3,1990,Male,29,8/3/1974
7636,13 minutes,81,Berry St at 4th St,109,17th St at Valencia St,4736,3,1991,Male,29,8/4/1974
7637,3 minutes,16,Steuart St at Market St,15,San Francisco Ferry Building (Harry Bridges Plaza),183,2,1980,Male,27,8/5/1974
7638,3 minutes,16,Steuart St at Market St,15,San Francisco Ferry Building (Harry Bridges Plaza),1664,3,1978,Male,29,8/6/1974
7639,10 minutes,81,Berry St at 4th St,16,Steuart St at Market St,4948,2,1986,Male,27,8/7/1974
7640,13 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),79,7th St at Brannan St,4972,1,1971,Female,26,8/8/1974
7641,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),15,San Francisco Ferry Building (Harry Bridges Plaza),5298,3,1973,Male,29,8/9/1974
7642,8 minutes,3,Powell St BART Station (Market St at 4th St),27,Beale St at Harrison St,5125,1,1993,Male,26,8/10/1974
7643,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),50,2nd St at Townsend St,4616,3,1969,Male,29,8/11/1974
7644,14 minutes,81,Berry St at 4th St,361,Mendell St at Fairfax Ave,5462,2,1980,Male,27,8/12/1974
7645,5 minutes,5,Powell St BART Station (Market St at 5th St),324,Union Square (Powell St at Post St),4733,3,1988,Male,29,8/13/1974
7646,8 minutes,81,Berry St at 4th St,21,Montgomery St BART Station (Market St at 2nd St),4397,2,1986,Male,27,8/14/1974
7647,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2355,3,1986,Male,29,8/15/1974
7648,21 minutes,16,Steuart St at Market St,126,Esprit Park,4755,2,1994,Male,27,8/16/1974
7649,3 minutes,81,Berry St at 4th St,93,4th St at Mission Bay Blvd S,5162,2,1983,Female,27,8/17/1974
7650,18 minutes,22,Howard St at Beale St,55,Webster St at Grove St,491,2,1981,Male,27,8/18/1974
7651,3 minutes,3,Powell St BART Station (Market St at 4th St),5,Powell St BART Station (Market St at 5th St),5348,1,1988,Male,26,8/19/1974
7652,12 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),2650,2,1983,Male,27,8/20/1974
7653,7 minutes,16,Steuart St at Market St,50,2nd St at Townsend St,4996,1,1996,Female,26,8/21/1974
7654,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),81,Berry St at 4th St,5527,1,1991,Male,26,8/22/1974
7655,9 minutes,22,Howard St at Beale St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4456,2,1987,Male,27,8/23/1974
7656,8 minutes,21,Montgomery St BART Station (Market St at 2nd St),324,Union Square (Powell St at Post St),5574,3,1990,Male,29,8/24/1974
7657,7 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),5447,2,1985,Male,27,8/25/1974
7658,9 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),112,Harrison St at 17th St,5440,1,1990,Female,26,8/26/1974
7659,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4929,1,1986,Male,26,8/27/1974
7660,8 minutes,22,Howard St at Beale St,349,Howard St at Mary St,1286,2,1991,Male,27,8/28/1974
7661,4 minutes,5,Powell St BART Station (Market St at 5th St),75,Market St at Franklin St,4804,3,1963,Male,29,8/29/1974
7662,12 minutes,22,Howard St at Beale St,81,Berry St at 4th St,851,2,1984,Male,27,8/30/1974
7663,8 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5492,1,1990,Male,26,8/31/1974
7664,9 minutes,3,Powell St BART Station (Market St at 4th St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5290,3,1982,Female,29,9/1/1974
7665,14 minutes,16,Steuart St at Market St,126,Esprit Park,4553,3,1985,Male,29,9/2/1974
7666,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),368,Myrtle St at Polk St,4653,3,1986,Male,29,9/3/1974
7667,4 minutes,81,Berry St at 4th St,104,4th St at 16th St,5529,1,1988,Male,26,9/4/1974
7668,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5383,3,1980,Male,29,9/5/1974
7669,5 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),6,The Embarcadero at Sansome St,4638,2,1996,Male,27,9/6/1974
7670,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5405,2,1985,Male,27,9/7/1974
7671,8 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5332,1,1970,Male,26,9/8/1974
7672,7 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5300,2,1981,Male,27,9/9/1974
7673,3 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),5223,2,1990,Female,27,9/10/1974
7674,2 minutes,81,Berry St at 4th St,91,Berry St at King St,5408,2,1990,Female,27,9/11/1974
7675,20 minutes,30,San Francisco Caltrain (Townsend St at 4th St),371,Lombard St at Columbus Ave,4837,3,1983,Male,29,9/12/1974
7676,12 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),3,Powell St BART Station (Market St at 4th St),4407,1,1985,Male,26,9/13/1974
7677,11 minutes,81,Berry St at 4th St,16,Steuart St at Market St,2784,1,1965,Female,26,9/14/1974
7678,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),5569,1,1963,Male,26,9/15/1974
7679,15 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),5220,1,1993,Male,26,9/16/1974
7680,14 minutes,22,Howard St at Beale St,30,San Francisco Caltrain (Townsend St at 4th St),4951,2,1988,Male,27,9/17/1974
7681,12 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),4756,2,1993,Male,27,9/18/1974
7682,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),5357,2,1985,Male,27,9/19/1974
7683,6 minutes,3,Powell St BART Station (Market St at 4th St),323,Broadway at Kearny,5427,2,1988,Female,27,9/20/1974
7684,17 minutes,16,Steuart St at Market St,72,Page St at Scott St,4822,3,1989,Male,29,9/21/1974
7685,11 minutes,21,Montgomery St BART Station (Market St at 2nd St),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5017,2,1989,Male,27,9/22/1974
7686,8 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5223,3,1977,Male,29,9/23/1974
7687,12 minutes,81,Berry St at 4th St,5,Powell St BART Station (Market St at 5th St),4804,2,1994,Male,27,9/24/1974
7688,9 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),4631,2,1993,Male,27,9/25/1974
7689,5 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),27,Beale St at Harrison St,5379,3,1987,Male,29,9/26/1974
7690,19 minutes,30,San Francisco Caltrain (Townsend St at 4th St),95,Sanchez St at 15th St,4719,2,1974,Male,27,9/27/1974
7691,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),4938,2,1986,Female,27,9/28/1974
7692,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5157,3,1997,Female,29,9/29/1974
7693,12 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5036,2,1993,Female,27,9/30/1974
7694,6 minutes,3,Powell St BART Station (Market St at 4th St),61,Howard St at 8th St,5359,2,1982,Male,27,10/1/1974
7695,10 minutes,16,Steuart St at Market St,81,Berry St at 4th St,5050,2,1994,Female,27,10/2/1974
7696,10 minutes,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),58,Market St at 10th St,5056,1,1984,Male,26,10/3/1974
7697,11 minutes,30,San Francisco Caltrain (Townsend St at 4th St),58,Market St at 10th St,5528,1,1992,Male,26,10/4/1974
7698,9 minutes,30,San Francisco Caltrain (Townsend St at 4th St),24,Spear St at Folsom St,5548,2,1942,Male,27,10/5/1974
7699,3 minutes,22,Howard St at Beale St,28,The Embarcadero at Bryant St,5113,2,1984,Male,27,10/6/1974
7700,7 minutes,5,Powell St BART Station (Market St at 5th St),76,McCoppin St at Valencia St,4728,2,1987,Female,27,10/7/1974
7701,15 minutes,30,San Francisco Caltrain (Townsend St at 4th St),144,Precita Park,4843,2,1976,Female,27,10/8/1974
7702,6 minutes,21,Montgomery St BART Station (Market St at 2nd St),343,Bryant St at 2nd St,5279,3,1987,Male,29,10/9/1974
7703,9 minutes,16,Steuart St at Market St,30,San Francisco Caltrain (Townsend St at 4th St),4939,2,1982,Male,27,10/10/1974
7704,10 minutes,21,Montgomery St BART Station (Market St at 2nd St),81,Berry St at 4th St,4397,3,1988,Male,29,10/11/1974
7705,8 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),817,2,1979,Male,27,10/12/1974
7706,3 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),4972,2,1982,Other,27,10/13/1974
7707,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),44,Civic Center/UN Plaza BART Station (Market St at McAllister St),4377,2,1984,Male,27,10/14/1974
7708,10 minutes,81,Berry St at 4th St,15,San Francisco Ferry Building (Harry Bridges Plaza),2499,3,1989,Male,29,10/15/1974
7709,8 minutes,30,San Francisco Caltrain (Townsend St at 4th St),5,Powell St BART Station (Market St at 5th St),5484,3,1993,Male,29,10/16/1974
7710,8 minutes,3,Powell St BART Station (Market St at 4th St),58,Market St at 10th St,3225,2,1994,Male,27,10/17/1974
7711,14 minutes,21,Montgomery St BART Station (Market St at 2nd St),92,Mission Bay Kids Park,2882,3,1993,Female,29,10/18/1974
7712,4 minutes,21,Montgomery St BART Station (Market St at 2nd St),15,San Francisco Ferry Building (Harry Bridges Plaza),5221,2,1951,Male,27,10/19/1974
7713,6 minutes,22,Howard St at Beale St,284,Yerba Buena Center for the Arts (Howard St at 3rd St),97,2,1983,Female,27,10/20/1974
7714,5 minutes,16,Steuart St at Market St,10,Washington St at Kearny St,5217,3,1990,Other,29,10/21/1974
7715,3 minutes,3,Powell St BART Station (Market St at 4th St),47,4th St at Harrison St,5425,2,1988,Male,27,10/22/1974
7716,9 minutes,81,Berry St at 4th St,22,Howard St at Beale St,5220,2,1985,Male,27,10/23/1974
7717,7 minutes,21,Montgomery St BART Station (Market St at 2nd St),30,San Francisco Caltrain (Townsend St at 4th St),4717,1,1982,Male,26,10/24/1974
7718,7 minutes,16,Steuart St at Market St,67,San Francisco Caltrain Station 2  (Townsend St at 4th St),5016,2,1967,Male,27,10/25/1974
7719,22 minutes,22,Howard St at Beale St,81,Berry St at 4th St,3325,3,1972,Female,29,10/26/1974
7720,11 minutes,81,Berry St at 4th St,44,Civic Center/UN Plaza BART Station (Market St at McAllister St),841,2,1978,Male,27,10/27/1974
7721,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),5548,2,1985,Male,27,10/28/1974
7722,3 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),9,Broadway at Battery St,4553,3,1985,Male,29,10/29/1974
7723,11 minutes,16,Steuart St at Market St,364,China Basin St at 3rd St,5028,1,1990,Female,26,10/30/1974
7724,10 minutes,30,San Francisco Caltrain (Townsend St at 4th St),17,Embarcadero BART Station (Beale St at Market St),4993,1,1990,Male,26,10/31/1974
7725,9 minutes,3,Powell St BART Station (Market St at 4th St),96,Dolores St at 15th St,4805,2,1985,Male,27,11/1/1974
7726,10 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),30,San Francisco Caltrain (Townsend St at 4th St),4837,3,1977,Male,29,11/2/1974
7727,14 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),58,Market St at 10th St,5044,2,1977,Female,27,11/3/1974
7728,9 minutes,15,San Francisco Ferry Building (Harry Bridges Plaza),5,Powell St BART Station (Market St at 5th St),4728,3,1987,Male,29,11/4/1974
